dataset_variant,dataset_group,probability_type,horizon_year,comparison,model_a,model_b,estimate_a,interval_type_a,uncertainty_sd_a,interval_lower_95_a,interval_median_50_a,interval_upper_95_a,estimate_b,interval_type_b,uncertainty_sd_b,interval_lower_95_b,interval_median_50_b,interval_upper_95_b,delta_interval_type,delta_probability,delta_uncertainty_sd,delta_interval_lower_95,delta_interval_median_50,delta_interval_upper_95,abs_delta_probability
merged,Merged,survival,5,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.760866,95% CI,NA,0.699821,NA,0.827236,0.747444,95% CI,0.086567,0.708613,0.866531,0.983924,95% CI,-0.013422,0.111364,-0.196809,0.106644,0.23521,0.013422
merged,Merged,survival,5,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.760866,95% CI,NA,0.699821,NA,0.827236,0.745867,95% CI,0.032907,0.667715,0.743667,0.797111,95% CI,-0.014999,0.046823,-0.111221,-0.017593,0.07601,0.014999
merged,Merged,survival,6,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.726761,95% CI,0.093926,0.684592,0.857296,0.983374,0.720277,95% CrI,0.033083,0.652718,0.723298,0.780793,95% uncertainty interval,-0.006484,0.120494,-0.269542,-0.131529,0.199115,0.006484
merged,Merged,survival,6,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.724658,95% CI,0.035361,0.640472,0.722952,0.779093,0.720277,95% CrI,0.033083,0.652718,0.723298,0.780793,95% uncertainty interval,-0.004381,0.047982,-0.09361,0.001104,0.095232,0.004381
merged,Merged,survival,6,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.725774,95% CI,NA,0.652163,NA,0.807694,0.720277,95% CrI,0.033083,0.652718,0.723298,0.780793,95% uncertainty interval,-0.005497,0.052722,-0.105495,-6.11e-4,0.103308,0.005497
merged,Merged,survival,6,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.724658,95% CI,0.035361,0.640472,0.722952,0.779093,0.726761,95% CI,0.093926,0.684592,0.857296,0.983374,95% CI,0.002103,0.121218,-0.198761,0.130646,0.274645,0.002103
merged,Merged,survival,6,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.725774,95% CI,NA,0.652163,NA,0.807694,0.726761,95% CI,0.093926,0.684592,0.857296,0.983374,95% CI,9.87e-4,0.12234,-0.190478,0.128078,0.280515,9.87e-4
merged,Merged,survival,6,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.725774,95% CI,NA,0.652163,NA,0.807694,0.724658,95% CI,0.035361,0.640472,0.722952,0.779093,95% CI,-0.001116,0.054162,-0.106063,-0.002034,0.106455,0.001116
merged,Merged,survival,7,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.708694,95% CI,0.100386,0.663904,0.849515,0.982764,0.702993,95% CrI,0.034901,0.631437,0.705259,0.765103,95% uncertainty interval,-0.005701,0.126252,-0.288432,-0.137835,0.203008,0.005701
merged,Merged,survival,7,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.70607,95% CI,0.037516,0.616375,0.704481,0.763985,0.702993,95% CrI,0.034901,0.631437,0.705259,0.765103,95% uncertainty interval,-0.003077,0.049933,-0.096611,-0.00064899999999999995,0.101164,0.003077
merged,Merged,survival,7,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.725774,95% CI,NA,0.652163,NA,0.807694,0.702993,95% CrI,0.034901,0.631437,0.705259,0.765103,95% uncertainty interval,-0.022781,0.052776000000000003,-0.12138,-0.020172,0.087852,0.022781
merged,Merged,survival,7,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.70607,95% CI,0.037516,0.616375,0.704481,0.763985,0.708694,95% CI,0.100386,0.663904,0.849515,0.982764,95% CI,0.002624,0.126626,-0.204243,0.137412,0.291985,0.002624
merged,Merged,survival,7,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.725774,95% CI,NA,0.652163,NA,0.807694,0.708694,95% CI,0.100386,0.663904,0.849515,0.982764,95% CI,-0.01708,0.129297,-0.233725,0.115065,0.276573,0.01708
merged,Merged,survival,7,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.725774,95% CI,NA,0.652163,NA,0.807694,0.70607,95% CI,0.037516,0.616375,0.704481,0.763985,95% CI,-0.019704,0.055212,-0.128318,-0.022049,0.087501,0.019704
merged,Merged,survival,8,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.692647,95% CI,0.106146,0.645243,0.842399,0.982353,0.687815,95% CrI,0.03656,0.612657,0.689879,0.751085,95% uncertainty interval,-0.004832,0.127263,-0.301771,-0.152625,0.185151,0.004832
merged,Merged,survival,8,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.689513,95% CI,0.039428,0.595479,0.688068,0.750551,0.687815,95% CrI,0.03656,0.612657,0.689879,0.751085,95% uncertainty interval,-0.001698,0.05329,-0.100965,0.001729,0.107401,0.001698
merged,Merged,survival,8,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.687815,95% CrI,0.03656,0.612657,0.689879,0.751085,95% uncertainty interval,0.038438,0.073861,-0.095239,0.040714,0.189805,0.038438
merged,Merged,survival,8,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.689513,95% CI,0.039428,0.595479,0.688068,0.750551,0.692647,95% CI,0.106146,0.645243,0.842399,0.982353,95% CI,0.003134,0.128382,-0.184458,0.154815,0.30949,0.003134
merged,Merged,survival,8,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.692647,95% CI,0.106146,0.645243,0.842399,0.982353,95% CI,0.04327,0.139029,-0.156739,0.188704,0.389904,0.04327
merged,Merged,survival,8,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.649377,95% CI,NA,0.538256,NA,0.783438,0.689513,95% CI,0.039428,0.595479,0.688068,0.750551,95% CI,0.040136,0.076662,-0.105926,0.040226,0.195645,0.040136
merged,Merged,survival,9,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.678213,95% CI,0.111343,0.628734,0.834744,0.981952,0.674304,95% CrI,0.038091,0.595308,0.67533,0.740212,95% uncertainty interval,-0.003909,0.137911,-0.317092,-0.158297,0.213928,0.003909
merged,Merged,survival,9,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.674582,95% CI,0.04114,0.576659,0.673314,0.738663,0.674304,95% CrI,0.038091,0.595308,0.67533,0.740212,95% uncertainty interval,-2.78e-4,0.054315,-0.104517,0.00296,0.107546,2.78e-4
merged,Merged,survival,9,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.674304,95% CrI,0.038091,0.595308,0.67533,0.740212,95% uncertainty interval,0.024927,0.073606,-0.111431,0.025176,0.174066,0.024927
merged,Merged,survival,9,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.674582,95% CI,0.04114,0.576659,0.673314,0.738663,0.678213,95% CI,0.111343,0.628734,0.834744,0.981952,95% CI,0.003631,0.137181,-0.201154,0.158133,0.325752,0.003631
merged,Merged,survival,9,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.678213,95% CI,0.111343,0.628734,0.834744,0.981952,95% CI,0.028836,0.148064,-0.200298,0.17923,0.38301,0.028836
merged,Merged,survival,9,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.649377,95% CI,NA,0.538256,NA,0.783438,0.674582,95% CI,0.04114,0.576659,0.673314,0.738663,95% CI,0.025205,0.07578,-0.121837,0.023564,0.177321,0.025205
merged,Merged,survival,10,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.665097,95% CI,0.116076,0.614014,0.828932,0.9817,0.662144,95% CrI,0.039515,0.580298,0.663731,0.729809,95% uncertainty interval,-0.002953,0.141216,-0.327454,-0.164546,0.220098,0.002953
merged,Merged,survival,10,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.660982,95% CI,0.042683,0.559318,0.65974,0.727237,0.662144,95% CrI,0.039515,0.580298,0.663731,0.729809,95% uncertainty interval,0.001162,0.057185,-0.112981,0.001891,0.113841,0.001162
merged,Merged,survival,10,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.662144,95% CrI,0.039515,0.580298,0.663731,0.729809,95% uncertainty interval,0.012767,0.074826,-0.1318,0.011692,0.163395,0.012767
merged,Merged,survival,10,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.660982,95% CI,0.042683,0.559318,0.65974,0.727237,0.665097,95% CI,0.116076,0.614014,0.828932,0.9817,95% CI,0.004115,0.142528,-0.222431,0.162791,0.339198,0.004115
merged,Merged,survival,10,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.665097,95% CI,0.116076,0.614014,0.828932,0.9817,95% CI,0.01572,0.150339,-0.214182,0.171135,0.379868,0.01572
merged,Merged,survival,10,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.649377,95% CI,NA,0.538256,NA,0.783438,0.660982,95% CI,0.042683,0.559318,0.65974,0.727237,95% CI,0.011605,0.076276,-0.133976,0.009654,0.165571,0.011605
merged_site_adjusted,Merged,risk,1,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.112441,95% CI,0.030032,0.031752,0.080906,0.136923,0.113153,95% CrI,0.016289,0.083193,0.113352,0.144323,95% uncertainty interval,7.12e-4,0.034199,-0.049979,0.032569,0.086716,7.12e-4
merged_site_adjusted,Merged,risk,1,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.111816,95% CI,0.01741,0.084156,0.115199,0.153313,0.113153,95% CrI,0.016289,0.083193,0.113352,0.144323,95% uncertainty interval,0.001337,0.023372,-0.049325,-0.001594,0.043494,0.001337
merged_site_adjusted,Merged,risk,1,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.09152,95% CI,NA,0.054164,NA,0.127401,0.113153,95% CrI,0.016289,0.083193,0.113352,0.144323,95% uncertainty interval,0.021633,0.026365,-0.032792,0.021808,0.068626,0.021633
merged_site_adjusted,Merged,risk,1,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.111816,95% CI,0.01741,0.084156,0.115199,0.153313,0.112441,95% CI,0.030032,0.031752,0.080906,0.136923,95% CI,6.25e-4,0.035475,-0.092098,-0.034524,0.048527,6.25e-4
merged_site_adjusted,Merged,risk,1,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.09152,95% CI,NA,0.054164,NA,0.127401,0.112441,95% CI,0.030032,0.031752,0.080906,0.136923,95% CI,0.020921,0.036724,-0.073761,-0.010259,0.071237,0.020921
merged_site_adjusted,Merged,risk,1,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.09152,95% CI,NA,0.054164,NA,0.127401,0.111816,95% CI,0.01741,0.084156,0.115199,0.153313,95% CI,0.020296,0.026772,-0.032475,0.023947,0.072755,0.020296
merged_site_adjusted,Merged,risk,2,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.167569,95% CI,0.043068,0.046451,0.120741,0.197607,0.168772,95% CrI,0.021187,0.129735,0.169623,0.211782,95% uncertainty interval,0.001203,0.050309,-0.069683,0.049477,0.129664,0.001203
merged_site_adjusted,Merged,risk,2,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.168037,95% CI,0.022491,0.132904,0.171515,0.221378,0.168772,95% CrI,0.021187,0.129735,0.169623,0.211782,95% uncertainty interval,7.35e-4,0.030936,-0.061322,-0.001447,0.058707,7.35e-4
merged_site_adjusted,Merged,risk,2,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.153427,95% CI,NA,0.103911,NA,0.200208,0.168772,95% CrI,0.021187,0.129735,0.169623,0.211782,95% uncertainty interval,0.015345,0.032908,-0.051623,0.015974,0.077421,0.015345
merged_site_adjusted,Merged,risk,2,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.168037,95% CI,0.022491,0.132904,0.171515,0.221378,0.167569,95% CI,0.043068,0.046451,0.120741,0.197607,95% CI,-4.68e-4,0.05163,-0.131836,-0.05266,0.072525,4.68e-4
merged_site_adjusted,Merged,risk,2,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.153427,95% CI,NA,0.103911,NA,0.200208,0.167569,95% CI,0.043068,0.046451,0.120741,0.197607,95% CI,0.014142,0.051903,-0.119974,-0.033324,0.085977,0.014142
merged_site_adjusted,Merged,risk,2,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.153427,95% CI,NA,0.103911,NA,0.200208,0.168037,95% CI,0.022491,0.132904,0.171515,0.221378,95% CI,0.01461,0.033994,-0.051975,0.017974,0.081533,0.01461
merged_site_adjusted,Merged,risk,3,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.206364,95% CI,0.05236,0.056508,0.148062,0.241319,0.20766,95% CrI,0.024989,0.162263,0.208009,0.257197,95% uncertainty interval,0.001296,0.060875,-0.082118,0.060219,0.156945,0.001296
merged_site_adjusted,Merged,risk,3,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.208226,95% CI,0.026479,0.167295,0.211495,0.271664,0.20766,95% CrI,0.024989,0.162263,0.208009,0.257197,95% uncertainty interval,-5.66e-4,0.035884,-0.073352,-0.003017,0.065851,5.66e-4
merged_site_adjusted,Merged,risk,3,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.198796,95% CI,NA,0.140715,NA,0.252951,0.20766,95% CrI,0.024989,0.162263,0.208009,0.257197,95% uncertainty interval,0.008864,0.039215,-0.06872,0.009799,0.083566,0.008864
merged_site_adjusted,Merged,risk,3,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.208226,95% CI,0.026479,0.167295,0.211495,0.271664,0.206364,95% CI,0.05236,0.056508,0.148062,0.241319,95% CI,-0.001862,0.06237,-0.161892,-0.062971,0.082449,0.001862
merged_site_adjusted,Merged,risk,3,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.198796,95% CI,NA,0.140715,NA,0.252951,0.206364,95% CI,0.05236,0.056508,0.148062,0.241319,95% CI,0.007568,0.063189,-0.152852,-0.050921,0.095348,0.007568
merged_site_adjusted,Merged,risk,3,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.198796,95% CI,NA,0.140715,NA,0.252951,0.208226,95% CI,0.026479,0.167295,0.211495,0.271664,95% CI,0.00943,0.039755,-0.068732,0.012486,0.086156,0.00943
merged_site_adjusted,Merged,risk,4,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.236609,95% CI,0.059671,0.062993,0.169118,0.275173,0.237792,95% CrI,0.028159,0.185948,0.23787,0.292197,95% uncertainty interval,0.001183,0.069539,-0.095353,0.064787,0.177128,0.001183
merged_site_adjusted,Merged,risk,4,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.239931,95% CI,0.029809,0.194132,0.24306,0.3111,0.237792,95% CrI,0.028159,0.185948,0.23787,0.292197,95% uncertainty interval,-0.002139,0.040178,-0.083118,-0.004001,0.073738,0.002139
merged_site_adjusted,Merged,risk,4,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.212736,95% CI,NA,0.15219,NA,0.268959,0.237792,95% CrI,0.028159,0.185948,0.23787,0.292197,95% uncertainty interval,0.025056,0.040814,-0.057546,0.025705,0.09979,0.025056
merged_site_adjusted,Merged,risk,4,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.239931,95% CI,0.029809,0.194132,0.24306,0.3111,0.236609,95% CI,0.059671,0.062993,0.169118,0.275173,95% CI,-0.003322,0.070637,-0.184108,-0.068073,0.093635,0.003322
merged_site_adjusted,Merged,risk,4,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.212736,95% CI,NA,0.15219,NA,0.268959,0.236609,95% CI,0.059671,0.062993,0.169118,0.275173,95% CI,0.023873,0.071373,-0.153161,-0.039558,0.128548,0.023873
merged_site_adjusted,Merged,risk,4,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.212736,95% CI,NA,0.15219,NA,0.268959,0.239931,95% CI,0.029809,0.194132,0.24306,0.3111,95% CI,0.027195,0.042693,-0.054177,0.029705,0.112847,0.027195
merged_site_adjusted,Merged,risk,5,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.261473,95% CI,0.065719,0.068267,0.186035,0.303637,0.262428,95% CrI,0.030884000000000002,0.205719,0.262514,0.320054,95% uncertainty interval,9.55e-4,0.076598,-0.103372,0.076605,0.19966,9.55e-4
merged_site_adjusted,Merged,risk,5,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.266249,95% CI,0.032654,0.215895,0.269252,0.343791,0.262428,95% CrI,0.030884000000000002,0.205719,0.262514,0.320054,95% uncertainty interval,-0.003821,0.04434,-0.092705,-0.00682,0.081595,0.003821
merged_site_adjusted,Merged,risk,5,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.239134,95% CI,NA,0.172764,NA,0.300179,0.262428,95% CrI,0.030884000000000002,0.205719,0.262514,0.320054,95% uncertainty interval,0.023294,0.044247,-0.06372,0.023923,0.106671,0.023294
merged_site_adjusted,Merged,risk,5,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.266249,95% CI,0.032654,0.215895,0.269252,0.343791,0.261473,95% CI,0.065719,0.068267,0.186035,0.303637,95% CI,-0.004776,0.077469,-0.206884,-0.082027,0.098817,0.004776
merged_site_adjusted,Merged,risk,5,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.239134,95% CI,NA,0.172764,NA,0.300179,0.261473,95% CI,0.065719,0.068267,0.186035,0.303637,95% CI,0.022339,0.078815,-0.176259,-0.051449,0.131827,0.022339
merged_site_adjusted,Merged,risk,5,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.239134,95% CI,NA,0.172764,NA,0.300179,0.266249,95% CI,0.032654,0.215895,0.269252,0.343791,95% CI,0.027115,0.046421,-0.063,0.030191,0.118215,0.027115
merged_site_adjusted,Merged,risk,6,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.2826,95% CI,0.070884,0.072955,0.200328,0.327957,0.28326,95% CrI,0.033276,0.221848,0.283487,0.344622,95% uncertainty interval,6.6e-4,0.081912,-0.108838,0.083678,0.207325,6.6e-4
merged_site_adjusted,Merged,risk,6,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.288801,95% CI,0.035123,0.235089,0.2914,0.371605,0.28326,95% CrI,0.033276,0.221848,0.283487,0.344622,95% uncertainty interval,-0.005541,0.04572,-0.099935,-0.009766,0.081236,0.005541
merged_site_adjusted,Merged,risk,6,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.274226,95% CI,NA,0.192306,NA,0.347837,0.28326,95% CrI,0.033276,0.221848,0.283487,0.344622,95% uncertainty interval,0.009034,0.050831,-0.09276,0.010003,0.106955,0.009034
merged_site_adjusted,Merged,risk,6,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.288801,95% CI,0.035123,0.235089,0.2914,0.371605,0.2826,95% CI,0.070884,0.072955,0.200328,0.327957,95% CI,-0.006201,0.08462,-0.226217,-0.091432,0.106925,0.006201
merged_site_adjusted,Merged,risk,6,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.274226,95% CI,NA,0.192306,NA,0.347837,0.2826,95% CI,0.070884,0.072955,0.200328,0.327957,95% CI,0.008374,0.084999,-0.212549,-0.07432,0.121938,0.008374
merged_site_adjusted,Merged,risk,6,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.274226,95% CI,NA,0.192306,NA,0.347837,0.288801,95% CI,0.035123,0.235089,0.2914,0.371605,95% CI,0.014575,0.052596,-0.086494,0.017274,0.118868,0.014575
merged_site_adjusted,Merged,risk,7,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.300968,95% CI,0.075392,0.076893,0.212377,0.348008,0.301293,95% CrI,0.035406,0.235772,0.302382,0.36723,95% uncertainty interval,3.25e-4,0.085766,-0.105872,0.090183,0.228208,3.25e-4
merged_site_adjusted,Merged,risk,7,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.308551,95% CI,0.037289,0.251529,0.31073,0.396602,0.301293,95% CrI,0.035406,0.235772,0.302382,0.36723,95% uncertainty interval,-0.007258,0.048707,-0.10506,-0.010475,0.086133,0.007258
merged_site_adjusted,Merged,risk,7,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.274226,95% CI,NA,0.192306,NA,0.347837,0.301293,95% CrI,0.035406,0.235772,0.302382,0.36723,95% uncertainty interval,0.027067,0.052856,-0.077188,0.028308,0.130175,0.027067
merged_site_adjusted,Merged,risk,7,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.308551,95% CI,0.037289,0.251529,0.31073,0.396602,0.300968,95% CI,0.075392,0.076893,0.212377,0.348008,95% CI,-0.007583,0.086557,-0.243287,-0.100919,0.095006,0.007583
merged_site_adjusted,Merged,risk,7,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.274226,95% CI,NA,0.192306,NA,0.347837,0.300968,95% CI,0.075392,0.076893,0.212377,0.348008,95% CI,0.026742,0.088653,-0.214567,-0.062063,0.136022,0.026742
merged_site_adjusted,Merged,risk,7,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.274226,95% CI,NA,0.192306,NA,0.347837,0.308551,95% CI,0.037289,0.251529,0.31073,0.396602,95% CI,0.034325,0.053977,-0.070435,0.038426,0.141279,0.034325
merged_site_adjusted,Merged,risk,8,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.317208,95% CI,0.07939,0.079816,0.223559,0.366196,0.317174,95% CrI,0.037327,0.24769,0.318411,0.387625,95% uncertainty interval,-3.4e-5,0.091579,-0.116042,0.093987,0.237373,3.4e-5
merged_site_adjusted,Merged,risk,8,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.326129,95% CI,0.039209,0.265441,0.328249,0.417635,0.317174,95% CrI,0.037327,0.24769,0.318411,0.387625,95% uncertainty interval,-0.008955,0.052496,-0.116708,-0.011278,0.087654,0.008955
merged_site_adjusted,Merged,risk,8,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.317174,95% CrI,0.037327,0.24769,0.318411,0.387625,95% uncertainty interval,-0.033449,0.07344,-0.182357,-0.032822,0.103475,0.033449
merged_site_adjusted,Merged,risk,8,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.326129,95% CI,0.039209,0.265441,0.328249,0.417635,0.317208,95% CI,0.07939,0.079816,0.223559,0.366196,95% CI,-0.008921,0.092533,-0.253177,-0.107785,0.109486,0.008921
merged_site_adjusted,Merged,risk,8,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.317208,95% CI,0.07939,0.079816,0.223559,0.366196,95% CI,-0.033415,0.105347,-0.313047,-0.126608,0.108977,0.033415
merged_site_adjusted,Merged,risk,8,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.350623,95% CI,NA,0.216562,NA,0.461744,0.326129,95% CI,0.039209,0.265441,0.328249,0.417635,95% CI,-0.024494,0.074779,-0.177491,-0.020953,0.1177,0.024494
merged_site_adjusted,Merged,risk,9,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.331754,95% CI,0.082981,0.082508,0.233919,0.381698,0.331349,95% CrI,0.039075,0.258054,0.332149,0.405025,95% uncertainty interval,-4.05e-4,0.096114,-0.120922,0.095964,0.251682,4.05e-4
merged_site_adjusted,Merged,risk,9,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.341969,95% CI,0.040925,0.278332,0.343944,0.436982,0.331349,95% CrI,0.039075,0.258054,0.332149,0.405025,95% uncertainty interval,-0.01062,0.05597,-0.122455,-0.013745,0.096411,0.01062
merged_site_adjusted,Merged,risk,9,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.331349,95% CrI,0.039075,0.258054,0.332149,0.405025,95% uncertainty interval,-0.019274,0.076444,-0.178198,-0.017394,0.123901,0.019274
merged_site_adjusted,Merged,risk,9,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.341969,95% CI,0.040925,0.278332,0.343944,0.436982,0.331754,95% CI,0.082981,0.082508,0.233919,0.381698,95% CI,-0.010215,0.096366,-0.266771,-0.109941,0.112941,0.010215
merged_site_adjusted,Merged,risk,9,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.331754,95% CI,0.082981,0.082508,0.233919,0.381698,95% CI,-0.018869,0.108674,-0.310321,-0.116045,0.121049,0.018869
merged_site_adjusted,Merged,risk,9,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.350623,95% CI,NA,0.216562,NA,0.461744,0.341969,95% CI,0.040925,0.278332,0.343944,0.436982,95% CI,-0.008654,0.077605,-0.160793,-0.004863,0.140204,0.008654
